"trial.count"	"stimulus"	"study"	"age"	"condition"	"gender"	"yoke_video"	"version"	"side"	"ID"	"choices"	"light"	"which_cup"	"correct_choice"	"time_win"	"roi_c1"	"roi_c2"	"roi_c3"	"roi_cor"
2	"M1_boy1_cup1-11"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"lef"	"245911"	"213132123"	"light"	"1"	1	"time4"	NA	NA	NA	NA
3	"M1_boy1_cup3-13"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"lef"	"245911"	"213132123"	"light"	"3"	1	"time4"	NA	NA	NA	NA
4	"M1_boy1_cup1-15"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"lef"	"245911"	"213132123"	"light"	"1"	1	"time4"	NA	NA	NA	NA
5	"M1_boy1_cup3-17"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"lef"	"245911"	"213132123"	"light"	"3"	1	"time4"	NA	NA	NA	NA
6	"M1_boy1_cup2-19"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"lef"	"245911"	"213132123"	"light"	"2"	1	"time4"	NA	NA	NA	NA
7	"M1_boy1_cup1-21"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"lef"	"245911"	"213132123"	"light"	"1"	1	"time4"	1	NA	0	1
8	"M1_boy1_cup2-23"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"lef"	"245911"	"213132123"	"light"	"2"	1	"time4"	NA	NA	NA	NA
9	"M1_boy1_cup3-25"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"lef"	"245911"	"213132123"	"light"	"3"	1	"time4"	NA	NA	NA	NA
1	"M1_boy1_cup1-9"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"rig"	"243219"	"132312123"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
2	"M1_boy1_cup3-11"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"rig"	"243219"	"132312123"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
3	"M1_boy1_cup2-13"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"rig"	"243219"	"132312123"	"darks"	"2"	1	"time4"	0	NA	1	NA
4	"M1_boy1_cup3-15"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"rig"	"243219"	"132312123"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
5	"M1_boy1_cup1-17"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"rig"	"243219"	"132312123"	"darks"	"1"	1	"time4"	1	NA	0	1
6	"M1_boy1_cup2-19"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"rig"	"243219"	"132312123"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
7	"M1_boy1_cup1-21"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"rig"	"243219"	"132312123"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
8	"M1_boy1_cup2-23"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"rig"	"243219"	"132312123"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
9	"M1_boy1_cup3-25"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"rig"	"243219"	"132312123"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
1	"M1_boy1_cup1-9"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"rig"	"246430"	"112222122"	"light"	"1"	1	"time4"	NA	NA	NA	NA
2	"M1_boy1_cup3-11"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"rig"	"246430"	"112222122"	"light"	"1"	0	"time4"	1	NA	0	0
3	"M1_boy1_cup2-13"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"rig"	"246430"	"112222122"	"light"	"2"	1	"time4"	NA	NA	NA	NA
4	"M1_boy1_cup3-15"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"rig"	"246430"	"112222122"	"light"	"2"	0	"time4"	NA	NA	NA	NA
5	"M1_boy1_cup1-17"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"rig"	"246430"	"112222122"	"light"	"2"	0	"time4"	NA	NA	NA	NA
6	"M1_boy1_cup2-19"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"rig"	"246430"	"112222122"	"light"	"2"	1	"time4"	NA	NA	NA	NA
7	"M1_boy1_cup1-21"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"rig"	"246430"	"112222122"	"light"	"1"	1	"time4"	NA	NA	NA	NA
8	"M1_boy1_cup2-23"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"rig"	"246430"	"112222122"	"light"	"2"	1	"time4"	NA	NA	NA	NA
9	"M1_boy1_cup3-25"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"rig"	"246430"	"112222122"	"light"	"2"	0	"time4"	NA	NA	NA	NA
1	"M2_boy2_cup1-9"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"lef"	"242359"	"132312132"	"light"	"1"	1	"time4"	NA	NA	NA	NA
2	"M2_boy2_cup3-11"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"lef"	"242359"	"132312132"	"light"	"3"	1	"time4"	0	NA	1	1
3	"M2_boy2_cup2-13"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"lef"	"242359"	"132312132"	"light"	"2"	1	"time4"	NA	NA	NA	NA
4	"M2_boy2_cup3-15"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"lef"	"242359"	"132312132"	"light"	"3"	1	"time4"	0	NA	1	1
5	"M2_boy2_cup1-17"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"lef"	"242359"	"132312132"	"light"	"1"	1	"time4"	1	NA	0	1
6	"M2_boy2_cup2-19"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"lef"	"242359"	"132312132"	"light"	"2"	1	"time4"	NA	NA	NA	NA
7	"M2_boy2_cup1-21"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"lef"	"242359"	"132312132"	"light"	"1"	1	"time4"	1	NA	0	1
8	"M2_boy2_cup3-23"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"lef"	"242359"	"132312132"	"light"	"3"	1	"time4"	0	NA	1	1
9	"M2_boy2_cup2-25"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"lef"	"242359"	"132312132"	"light"	"2"	1	"time4"	NA	NA	NA	NA
1	"M2_boy2_cup1-9"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"rig"	"242469"	"132123123"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
2	"M2_boy2_cup3-11"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"rig"	"242469"	"132123123"	"darks"	"3"	1	"time4"	0	NA	1	1
3	"M2_boy2_cup2-13"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"rig"	"242469"	"132123123"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
4	"M2_boy2_cup1-15"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"rig"	"242469"	"132123123"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
5	"M2_boy2_cup2-17"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"rig"	"242469"	"132123123"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
6	"M2_boy2_cup3-19"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"rig"	"242469"	"132123123"	"darks"	"3"	1	"time4"	0	NA	1	1
7	"M2_boy2_cup1-21"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"rig"	"242469"	"132123123"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
8	"M2_boy2_cup2-23"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"rig"	"242469"	"132123123"	"darks"	"2"	1	"time4"	1	NA	0	NA
9	"M2_boy2_cup3-25"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"rig"	"242469"	"132123123"	"darks"	"3"	1	"time4"	0	NA	1	1
1	"M2_boy2_cup1-9"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"rig"	"245332"	"232123123"	"light"	"2"	0	"time4"	NA	NA	NA	NA
2	"M2_boy2_cup3-11"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"rig"	"245332"	"232123123"	"light"	"3"	1	"time4"	0	NA	1	1
3	"M2_boy2_cup2-13"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"rig"	"245332"	"232123123"	"light"	"2"	1	"time4"	NA	NA	NA	NA
4	"M2_boy2_cup1-15"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"rig"	"245332"	"232123123"	"light"	"1"	1	"time4"	NA	NA	NA	NA
5	"M2_boy2_cup2-17"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"rig"	"245332"	"232123123"	"light"	"2"	1	"time4"	0	NA	1	NA
6	"M2_boy2_cup3-19"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"rig"	"245332"	"232123123"	"light"	"3"	1	"time4"	0	NA	1	1
7	"M2_boy2_cup1-21"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"rig"	"245332"	"232123123"	"light"	"1"	1	"time4"	NA	NA	NA	NA
8	"M2_boy2_cup2-23"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"rig"	"245332"	"232123123"	"light"	"2"	1	"time4"	NA	NA	NA	NA
9	"M2_boy2_cup3-25"	"ETPIP"	"M36"	"peer"	"1"	"m2"	"boy2"	"rig"	"245332"	"232123123"	"light"	"3"	1	"time4"	0	NA	1	1
1	"M3_boy3_cup3-9"	"ETPIP"	"M36"	"peer"	"1"	"m3"	"boy3"	"lef"	"242937"	"312322123"	"darks"	"3"	1	"time4"	0.551724137931034	NA	0.959287531806616	0.959287531806616
2	"M3_boy3_cup1-11"	"ETPIP"	"M36"	"peer"	"1"	"m3"	"boy3"	"lef"	"242937"	"312322123"	"darks"	"1"	1	"time4"	1	NA	0	1
3	"M3_boy3_cup2-13"	"ETPIP"	"M36"	"peer"	"1"	"m3"	"boy3"	"lef"	"242937"	"312322123"	"darks"	"2"	1	"time4"	1	NA	0	NA
4	"M3_boy3_cup1-15"	"ETPIP"	"M36"	"peer"	"1"	"m3"	"boy3"	"lef"	"242937"	"312322123"	"darks"	"3"	0	"time4"	1	NA	0	1
5	"M3_boy3_cup2-17"	"ETPIP"	"M36"	"peer"	"1"	"m3"	"boy3"	"lef"	"242937"	"312322123"	"darks"	"2"	1	"time4"	1	NA	0	NA
6	"M3_boy3_cup3-19"	"ETPIP"	"M36"	"peer"	"1"	"m3"	"boy3"	"lef"	"242937"	"312322123"	"darks"	"2"	0	"time4"	1	NA	0	0
7	"M3_boy3_cup1-21"	"ETPIP"	"M36"	"peer"	"1"	"m3"	"boy3"	"lef"	"242937"	"312322123"	"darks"	"1"	1	"time4"	1	NA	0	1
8	"M3_boy3_cup2-23"	"ETPIP"	"M36"	"peer"	"1"	"m3"	"boy3"	"lef"	"242937"	"312322123"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
9	"M3_boy3_cup3-25"	"ETPIP"	"M36"	"peer"	"1"	"m3"	"boy3"	"lef"	"242937"	"312322123"	"darks"	"3"	1	"time4"	1	NA	0	0
1	"M3_boy3_cup3-9"	"ETPIP"	"M36"	"peer"	"1"	"m3"	"boy3"	"lef"	"247727"	"212123123"	"light"	"2"	0	"time4"	0.705882352941177	NA	0.934065934065934	0.934065934065934
2	"M3_boy3_cup1-11"	"ETPIP"	"M36"	"peer"	"1"	"m3"	"boy3"	"lef"	"247727"	"212123123"	"light"	"1"	1	"time4"	1	NA	0	1
3	"M3_boy3_cup2-13"	"ETPIP"	"M36"	"peer"	"1"	"m3"	"boy3"	"lef"	"247727"	"212123123"	"light"	"2"	1	"time4"	1	NA	0	NA
4	"M3_boy3_cup1-15"	"ETPIP"	"M36"	"peer"	"1"	"m3"	"boy3"	"lef"	"247727"	"212123123"	"light"	"1"	1	"time4"	1	NA	0	1
5	"M3_boy3_cup2-17"	"ETPIP"	"M36"	"peer"	"1"	"m3"	"boy3"	"lef"	"247727"	"212123123"	"light"	"2"	1	"time4"	1	NA	0	NA
6	"M3_boy3_cup3-19"	"ETPIP"	"M36"	"peer"	"1"	"m3"	"boy3"	"lef"	"247727"	"212123123"	"light"	"3"	1	"time4"	0	NA	1	1
7	"M3_boy3_cup1-21"	"ETPIP"	"M36"	"peer"	"1"	"m3"	"boy3"	"lef"	"247727"	"212123123"	"light"	"1"	1	"time4"	NA	NA	NA	NA
8	"M3_boy3_cup2-23"	"ETPIP"	"M36"	"peer"	"1"	"m3"	"boy3"	"lef"	"247727"	"212123123"	"light"	"2"	1	"time4"	NA	NA	NA	NA
9	"M3_boy3_cup3-25"	"ETPIP"	"M36"	"peer"	"1"	"m3"	"boy3"	"lef"	"247727"	"212123123"	"light"	"3"	1	"time4"	0.024390243902439	NA	0.999390615478367	0.999390615478367
